right_votes_24,right_votes_19,right_votes_14,total_votes_24,total_votes_19,total_votes_14,CNTR_CODE,lon,lat
2672,2341,0,22989,28829,20271,ES,-1.1,42
10110,9149,0,104531,124553,85608,ES,-3.5,43.4
250,285,0,3059,5649,3365,ES,-7.1,37.9
1572,1228,0,13539,18980,12330,ES,-3.5,39.1
477,384,NA,4133,6083,NA,ES,-6.1,40.5
204,129,0,3157,4123,3039,ES,-3,42.3
338,248,0,3611,4661,2766,ES,-0.2,42.6
3037,2237,0,30057,42271,30140,ES,-4.4,37
1104,957,0,7892,10933,6942,ES,-2.9,40
47,36,0,661,854,615,ES,-1,42.5
803,637,0,7453,12050,8025,ES,-5.2,38.3
300,203,0,3775,6339,4162,ES,-6.6,40.3
4247,4517,NA,23253,31114,NA,ES,-2.9,36.9
10247,9408,0,92937,120934,81591,ES,-6.2,36.8
531,439,0,4275,6104,4355,ES,-4.2,38.4
6599,6139,0,45197,53781,35016,ES,-3.1,40.6
183,150,0,1204,2081,1253,ES,-4.5,39.4
404,352,0,9723,14860,9823,ES,-7.4,43.4
2736,2282,0,16613,21694,13745,ES,-1.9,37.7
586,222,0,12616,20774,14573,ES,1.3,41.5
197,59,0,5210,8786,5837,ES,1.4,42
1764,1360,0,14692,21293,13623,ES,-6.2,38.7
273,261,0,3799,6200,4447,ES,-4.4,38.2
2653,2564,0,18326,21337,13340,ES,-3.1,40.3
6388,5683,0,49305,66687,41443,ES,-5,36.5
269,223,0,2128,2925,1909,ES,-1.1,41.2
5871,4214,0,61185,73771,53521,ES,-0.7,38.7
325,225,0,3055,3845,3001,ES,-3.9,42
1204,691,0,13993,17811,13553,ES,-3.1,42.6
1031,813,0,7773,11744,7225,ES,-2.3,39.2
481,377,0,4005,5105,3808,ES,-4.1,42.3
3079,2340,0,21510,30369,19212,ES,-1.8,37.4
13191,8289,0,28800,28168,23377,FR,1.2,48.5
4437,2479,0,13146,12059,11169,FR,-3.2,48.3
20124,11174,0,59728,56596,51910,FR,1.1,46
11643,7293,0,27152,26893,24054,FR,6.8,48
5016,3077,0,11308,10530,9677,FR,4.3,47.3
NA,NA,NA,NA,NA,NA,FR,-0.9,48.3
79784,45915,0,229219,195808,162341,FR,4,43.6
9606,6151,0,18960,18407,16387,FR,6.7,48.7
3755,2340,0,9355,8563,7847,FR,5.7,44.4
NA,NA,NA,NA,NA,NA,FR,4.9,49.8
27396,17352,0,76877,75738,62741,FR,0.2,47.9
6417,4102,0,14205,14057,12341,FR,5.2,48.2
NA,NA,NA,NA,NA,NA,FR,-0.7,46.6
6239,4624,0,11043,11295,9728,FR,4.6,48.6
139028,98708,0,307736,294342,238357,FR,3.1,50.4
14260,9073,0,30820,29555,24956,FR,4.4,48.3
81005,43695,0,173186,152353,131471,FR,6.9,43.7
15933,10413,0,30548,28355,22132,FR,-0.2,45.1
2998,1604,0,6735,6214,5812,FR,3.9,44.7
NA,NA,NA,NA,NA,NA,FR,6.4,47.1
33795,23597,0,71066,70889,61342,FR,2.4,50.7
41517,25051,0,84234,75968,66104,FR,5.1,43.9
12605,7774,0,30444,30277,26940,FR,0.2,48.4
4729,2626,0,9671,8739,7746,FR,5.3,47.6
15358,11074,0,28917,29474,24504,FR,5,48.7
17413,12643,0,34284,34897,28572,FR,1.4,50
3206,1895,0,7730,7519,7156,FR,2.9,46.4
4954,3212,0,11703,11420,10071,FR,0,45.4
78348,49422,0,217807,209605,171499,FR,1.1,49.4
12599,7900,0,30183,28924,24878,FR,0.6,44.8
3244,2192,0,7549,7388,6615,FR,-0.2,46
3606,1803,0,14533,13080,12711,FR,-1,43.2
8418,5485,0,16722,14985,12082,FR,-1,45.3
3813,2103,0,9999,9419,8533,FR,3.7,45.6
50907,31940,0,109312,97826,85688,FR,4.7,43.9
4771,3261,0,10241,10103,9018,FR,3.2,47.5
5784,3423,0,13622,12383,10865,FR,1,43.8
NA,NA,NA,NA,NA,NA,FR,5.5,49.2
3861,2536,0,9795,9608,8931,FR,2.3,42.8
19486,12619,0,52878,50098,41762,FR,2.2,49.8
22869,11595,0,75415,68326,57271,FR,-2.9,48.5
11130,7114,0,28757,27828,24155,FR,-1,49.2
437980,218294,0,2307020,2058512,1704129,FR,2.4,48.9
NA,NA,NA,NA,NA,NA,FR,2.8,46.9
5141,3034,0,10161,9649,7798,FR,7.4,49.1
9294,5473,0,20088,18354,16570,FR,2.1,43.2
15487,9218,0,36666,34350,29895,FR,3.6,47.8
10117,6376,0,22973,21431,18049,FR,-0.5,45.5
8376,4379,0,21418,19215,18026,FR,1.5,45.3
18320,10546,0,42083,39209,33418,FR,1.5,48.9
6667,3834,0,15508,13908,12757,FR,5.3,44.2
409,226,0,1217,1170,1042,FR,1.9,42.5
6896,4682,0,13163,12869,10701,FR,4.5,49.5
9599,5865,0,22561,20707,17877,FR,-0.1,44.5
3805,2510,0,8700,8392,7278,FR,4.6,47.6
13977,8921,0,28719,26721,23430,FR,1.1,44.1
6447,3908,0,14635,14109,12692,FR,-0.3,47.9
54264,32467,0,134379,126679,105137,FR,6.1,49.2
7435,4589,0,19327,19046,15795,FR,-0.3,46.9
8136,5345,0,14854,14529,12554,FR,7,48.5
27188,11304,0,86575,72161,58955,FR,6.3,45.9
24812,13378,0,90573,78111,65677,FR,5.9,45
44270,22020,0,156816,141216,114354,FR,-4.3,48.5
8765,5176,0,22966,21289,17170,FR,-0.6,46.2
17300,11146,0,40575,37631,32632,FR,4.2,44.3
12771,6542,0,27952,25200,20675,FR,4.4,45.2
7318,4899,0,15416,15086,13064,FR,0.4,47.6
18504,11654,0,40556,37778,34001,FR,2.4,43.2
31194,18850,0,61125,56024,46325,FR,3,42.5
6256,3689,0,18721,17790,15956,FR,1.6,44.8
27334,18061,0,50161,48868,41160,FR,2.4,49.4
16338,9222,0,41036,36428,30986,FR,5.6,43.7
11828,7032,0,29595,28048,24046,FR,3.6,46.1
16425,11931,0,34995,34164,30052,FR,1.9,50.3
6737,4057,0,19527,18474,15395,FR,0.1,46.5
68285,44746,0,133125,120650,100769,FR,3.3,43.4
4811,2487,0,13163,12120,11072,FR,3.4,44.5
6811,4450,0,15897,15463,14278,FR,1,44.5
36915,25657,0,81538,81423,66790,FR,1.8,50.6
6169,3676,0,15065,14475,13007,FR,0.7,45.9
NA,NA,NA,NA,NA,NA,FR,2.1,49.2
3245,1840,0,7572,6454,5168,FR,-0.9,44.3
10036,5405,0,23782,21550,19050,FR,3.2,46.1
NA,NA,NA,NA,NA,NA,FR,4.9,46.6
3026,1410,0,8739,7338,6381,FR,5.2,44.9
28969,15149,0,95293,86319,73452,FR,4.9,47.4
3654,2380,0,6513,6271,5502,FR,4.6,49.2
12387,7650,0,25345,22943,19769,FR,4.5,44.3
28137,15420,0,78245,71240,57176,FR,-3,47.9
115560,66181,0,227595,202726,169390,FR,6.2,43.3
12050,6950,0,25237,24209,20226,FR,4.3,46.7
12292,7617,0,27244,26245,22850,FR,4.4,49
9511,5874,0,19609,18353,16126,FR,5.9,48.9
19016,11608,0,51439,49138,42058,FR,2.2,44
9399,4757,0,28141,25429,22547,FR,-0.3,43.1
8752,5012,0,22073,21351,18448,FR,3.4,46.5
2084,1298,0,6171,5533,5140,FR,5.8,44.8
7213,5330,0,13211,13263,11244,FR,1.6,49.7
43723,25966,0,99679,88324,76289,FR,4.3,44
82151,37412,0,295385,240073,195423,FR,4.9,45.9
6421,3596,0,15900,14236,11849,FR,6.1,44.5
11528,5303,0,24611,21591,17165,FR,4,45.3
15978,8863,0,46741,41518,32897,FR,-2.7,47.8
28031,13196,0,68000,58009,47737,FR,5,46.2
41373,21060,0,97891,87325,71975,FR,4.2,45.5
2300,1461,0,5111,5025,4719,FR,2.7,46.7
11628,5565,0,37181,31647,24496,FR,-1.7,47.9
9685,5874,0,21605,21405,17782,FR,5.7,49.5
5357,2941,0,12891,11837,10187,FR,-2.3,48.2
37972,28281,0,71573,72358,56558,FR,1.9,50.9
20822,12624,0,48318,43120,36529,FR,4,43.9
3979,2614,0,9689,9432,8611,FR,0.5,45.6
20449,12379,0,47715,45731,38778,FR,1.1,49
3725,2524,0,9109,9067,8649,FR,3.6,47.5
4408,2687,0,12422,11217,10106,FR,5.7,44
10383,5279,0,21931,19412,15896,FR,4.1,45.8
5989,3733,0,14363,14469,13166,FR,-0.3,48.6
16930,11516,0,33796,33003,27272,FR,3.3,48.3
14211,8371,0,33655,30123,25249,FR,1.1,43.3
6380,3947,0,14743,14324,12565,FR,1.4,47.8
18701,11618,0,39507,37491,32214,FR,2.9,49.3
44600,21678,0,132470,116838,93840,FR,-2.1,47.3
13186,8208,0,26543,24511,21610,FR,0.1,44.9
9806,6279,0,19655,19226,17569,FR,2.7,47.7
4995,2569,0,14806,13462,11580,FR,2.7,44.2
13310,8052,0,31438,29649,25136,FR,5.6,47
3507,1838,0,9902,8724,8114,FR,2.9,44.4
11315,6357,0,42545,39776,33513,FR,-3.6,48.7
4350,2569,0,10993,10216,9981,FR,2,46
1687,1052,0,4169,3880,3622,FR,6.6,44.3
8996,6275,0,15448,15096,13505,FR,1.9,49.7
12958,6561,0,31768,27041,20908,FR,-1.2,44.5
22559,13530,0,47104,44095,37576,FR,3.1,48.9
20605,10034,0,58986,54247,44533,FR,3.3,45.6
5201,2926,0,15722,14772,13298,FR,2,44.3
9377,5271,0,21772,20716,17359,FR,1.8,46.6
17745,11102,0,41287,39143,34341,FR,2.1,43.5
2045,1261,0,7014,6232,5955,FR,3.8,44.3
6759,3718,0,15280,13866,11735,FR,6.4,45.4
14244,8255,0,33885,31103,28054,FR,0.5,44.2
1888,770,0,5350,4564,4100,FR,6.8,45.3
5249,3390,0,12228,11569,10524,FR,2.7,43.5
8243,4598,0,21050,19323,17987,FR,1.1,45.6
3608,1933,0,11482,10109,8275,FR,-1.1,44
4087,2368,0,11034,10147,9414,FR,0.6,43.5
1364,849,0,3621,3320,2839,FR,-0.5,44.3
21665,11901,0,55844,52751,45004,FR,0,43.3
2984,1905,0,5727,5664,5253,FR,5,49
2834,1678,0,8880,8069,7293,FR,1.7,44.3
8579,4365,0,22961,20871,18075,FR,-1.3,47.8
10380,6394,0,24032,23241,19192,FR,-0.1,45.8
1923,1044,0,5335,4812,4754,FR,0.7,42.8
7682,5155,0,17229,17271,15918,FR,0.8,48.4
9945,5685,0,24524,23545,19514,FR,2.2,47
6557,3506,0,19382,18050,16069,FR,0.8,43.7
34685,21376,0,87437,81688,66908,FR,4.1,49.3
10710,7411,0,26697,26324,23638,FR,-1.3,49.4
7566,4982,0,17011,16138,13777,FR,-0.8,49
7348,4144,0,22230,20990,18895,FR,-0.8,43.5
4387,2797,0,8343,8209,7082,FR,1.3,46.8
17689,10165,0,40692,38727,33305,FR,7.1,48.2
3215,2107,0,5979,5889,5280,FR,4.4,47.9
NA,NA,NA,NA,NA,NA,FR,5,49.2
45899,23105,0,98575,80470,63409,FR,5.2,45.7
14403,8450,0,27224,24811,22034,FR,6.5,47.6
40684,20457,0,110111,98136,78483,FR,-1.5,46.7
3733,2526,0,7698,7807,7412,FR,1.7,47.1
2883,1785,0,8626,8208,7902,FR,2.7,43.8
22016,14641,0,45052,43664,35000,FR,0.7,49.4
5313,2860,0,14347,13667,11736,FR,-1,47.7
38500,22944,0,85965,79512,65976,FR,7.2,47.9
10800,6122,0,21650,19574,17202,FR,5.4,47.3
3968,2436,0,13333,12500,11133,FR,1.5,42.8
13059,6790,0,39302,35074,30901,FR,6.2,47.3
15734,9247,0,30628,29376,24878,FR,7.2,48.9
19176,10923,0,42367,37729,32027,FR,4.7,44.5
7016,3948,0,15555,14718,12785,FR,3.9,46.4
28107,13696,0,64443,53748,43010,FR,4.7,46.1
7939,4988,0,19063,19085,16776,FR,1.1,47.9
5082,3553,0,12496,12162,10809,FR,3,43.6
4942,3223,0,10890,10718,9413,FR,0.2,47
2670,1662,0,5699,5385,5330,FR,6.9,44.1
383,248,0,1401,1290,1241,FR,1.2,42.7
12640,6658,0,33271,30059,26029,FR,4.5,44.6
13169,7371,0,28672,26809,23072,FR,4.5,46.9
10289,5523,0,31186,27857,23424,FR,-0.3,47.4
25351,18297,0,46774,47469,39006,FR,3.5,49.5
9710,4711,0,29932,27372,23444,FR,-0.9,48
6603,4015,0,13030,12514,11724,FR,5.9,48.4
18981,10782,0,47873,44359,37554,FR,2.2,47.9
13583,6392,0,44395,38479,31253,FR,6.1,45.2
28494,16199,0,54538,47658,39553,FR,6,43.4
3460,1737,0,9166,8368,7926,FR,2.8,45.5
12363,8724,0,25234,24863,20568,FR,2.1,50
2330,1494,0,5186,5139,4803,FR,3.8,47
4644,2885,0,11957,11502,10375,FR,1,47.1
6719,4162,0,16839,17135,14628,FR,-0.9,48.7
12732,7686,0,29746,27372,23840,FR,1.6,44.1
14848,7411,0,45236,42636,36065,FR,-0.9,47.2
3316,2066,0,10221,9395,8815,FR,3.6,44.1
5026,3018,0,12312,12033,11200,FR,1.4,46.2
13802,7537,0,38815,34362,28365,FR,1.8,43.7
4369,3143,0,8763,8916,8080,FR,4,47.9
5431,3502,0,12157,12023,11027,FR,2.8,47.3
5079,3198,0,12826,12247,10780,FR,0.7,46.7
20963,13527,0,38743,34314,28620,FR,4.4,43.6
6688,4672,0,15121,15146,13788,FR,0.5,48.6
15239,9604,0,31402,30224,26036,FR,6.3,48.4
24222,14420,0,56324,53221,45075,FR,0.2,49.3
3904,2449,0,8997,8825,7802,FR,1.9,46.5
20251,11523,0,42492,39170,32948,FR,2.8,48.6
4731,2966,0,12248,11811,10389,FR,0.2,43.5
5751,3464,0,17097,16146,14853,FR,1.3,44.6
NA,NA,NA,NA,NA,NA,FR,1.6,49.1
68868,37123,0,217876,192930,159702,FR,7.5,48.7
3069,1772,0,6772,6328,5794,FR,4.1,47
10100,6707,0,19392,19144,16527,FR,0.9,48.8
2506,1680,0,6124,6200,5960,FR,0.8,46.1
11837,9370,0,18881,19841,16539,FR,3.6,49.9
19263,9672,0,43013,36101,29509,FR,5.4,46.1
10231,6620,0,22806,22038,19999,FR,0.6,44.5
12584,6936,0,35509,33104,28026,FR,-0.5,43.8
5594,3759,0,11222,10773,10002,FR,3.1,47.9
8377,4779,0,20689,19610,17015,FR,-2.7,48.2
7566,3826,0,22492,19402,15967,FR,5.6,45
13858,7317,0,32424,29396,26175,FR,5.3,46.7
4622,2228,0,11650,10712,9584,FR,2.6,44.8
4700,2695,0,14291,13530,12521,FR,-0.1,43
183439,103298,0,444127,372085,313682,FR,5.6,43.4
37671,19013,0,125993,107470,88287,FR,5.5,45.3
3102,1747,0,9073,8412,8306,FR,2,45.4
2058,1153,0,5398,4917,4890,FR,2.4,45.8
NA,NA,NA,NA,NA,NA,FR,1.6,43.2
13397,6929,0,32087,28267,23947,FR,4.8,47
66485,30420,0,264488,246199,208616,FR,2,48.7
11130,6072,0,38190,34515,29467,FR,-4.1,48.2
2039,1445,0,3797,3936,3538,FR,4.8,47.9
41398,22374,0,102920,93376,79826,FR,7.3,47.6
115579,65572,0,244200,214085,186907,FR,7.2,43.8
19504,10535,0,44330,40849,33815,FR,4.1,46
17810,8647,0,58967,51226,40737,FR,-1.9,48.3
9106,5514,0,21970,20431,18833,FR,0.6,43.1
3903,2619,0,7024,7015,6552,FR,4.8,48.2
9679,4734,0,28653,25307,21245,FR,5.8,46.5
29917,18589,0,60412,54524,45855,FR,3,43.3
23526,13079,0,54704,50777,41841,FR,7.6,48
3993,2474,0,8631,8280,7199,FR,3.6,46.7
22619,13606,0,57022,53503,45491,FR,6.3,48.8
5193,3376,0,10823,10856,8727,FR,3.4,46.9
6341,4418,0,13181,13220,12165,FR,0.4,48.9
16569,8651,0,53777,49959,42951,FR,1.9,47.7
41826,22747,0,143687,131589,111000,FR,0.7,47.3
93052,49574,0,360180,319246,266193,FR,1.4,43.6
59924,44706,0,106322,107307,86222,FR,2.5,50.4
6360,4194,0,13733,13711,11917,FR,0.8,48.1
3199,1872,0,7710,7305,6392,FR,3.7,45.4
28020,14087,0,74934,63011,52847,FR,5.7,45.6
12497,8241,NA,23194,22328,NA,FR,1.6,49.5
891,624,0,2514,2408,2382,FR,1.7,42.7
23321,14956,0,43352,43025,33506,FR,6.6,49.1
3854,2653,0,6806,6787,5990,FR,4.1,48.7
10547,5484,0,23365,20253,17889,FR,5.5,46.3
24487,16349,0,48941,48346,40129,FR,3,49.5
22497,12530,0,69268,64742,54197,FR,-3.5,48
9027,4810,0,19678,17226,14792,FR,6,47.4
4408,2701,0,11117,10638,9348,FR,0,43.8
12694,8435,0,25262,24501,20426,FR,3.9,48.5
39401,20206,0,152333,135998,106871,FR,-0.7,44.7
19482,10061,0,40231,34475,28427,FR,5,45.3
31743,16090,0,79624,68741,55674,FR,-1.8,47
5034,2853,0,18349,17163,15564,FR,2,44.6
10466,6947,0,21363,21536,18510,FR,1.3,48.2
11833,5457,0,30244,28325,23049,FR,3.7,45
3955,2201,0,10128,9522,8922,FR,2.4,45.3
1090,592,0,4249,3767,3459,FR,5.3,44.5
6735,5330,0,11537,11785,10031,FR,4,49.7
7354,3790,0,16846,15109,13213,FR,4.3,46.3
16850,10504,0,51455,48171,41217,FR,-1.8,49.6
3980,2481,0,9308,9183,8559,FR,1.3,46.5
15951,7441,0,48655,46525,38866,FR,-0.8,46.9
5187,3200,0,11648,11244,10237,FR,4,47.6
24532,16674,0,51192,50649,40796,FR,1.1,49.7
5732,3597,0,11570,10799,9631,FR,6.2,43.7
1041,562,0,3293,2927,2485,FR,6.3,44.9
9887,4861,0,29174,24546,21393,FR,-1.8,47.6
58258,35799,0,115191,104429,89183,FR,2.8,42.8
22999,12837,0,55645,51699,44530,FR,2.2,48.4
38990,23555,0,70937,62439,53912,FR,4.8,44.2
3747,2599,0,6986,7023,6539,FR,5.6,48.1
39608,27076,0,67725,67823,55625,FR,3.4,50.2
4446,2370,0,12480,11749,11154,FR,-3.6,48.3
20395,9312,0,65543,57799,46703,FR,-1.3,47
6138,3358,0,18013,16682,15447,FR,3.1,44.1
20395,13043,0,42087,40731,35717,FR,2.5,48.1
6272,3755,0,16156,15227,13860,FR,0.4,43.9
7274,4809,0,13648,13575,11988,FR,5.5,48.7
14928,8691,0,56321,52771,44260,FR,0.5,46.4
13007,7247,0,26144,24150,21923,FR,6.1,47.8
11931,6283,0,34634,30467,24940,FR,-2.2,47.7
33630,18990,0,103563,94532,74041,FR,-1,46.3
5695,3515,0,17250,15797,14747,FR,1,43
5134,3550,0,9719,9892,8624,FR,5.2,49.5
13928,9901,0,24281,24055,20041,FR,2.7,49.7
3456,2036,0,7843,7343,7205,FR,2.2,46.3
4881,2245,0,12576,11236,9836,FR,4.2,44.9
10472,5064,0,25626,22455,18580,FR,6.6,45.6
34122,22072,0,69273,64833,54072,FR,4.8,43.6
NA,NA,NA,NA,NA,NA,FR,-1.2,47.4
7390,4700,0,16633,16097,14379,FR,0.3,45.1
2465,1670,0,6078,6242,5783,FR,0.9,46.3
NA,NA,NA,NA,NA,NA,FR,-0.5,45.8
63086,33477,0,217126,185688,145914,FR,-0.3,44.8
12302,6602,0,31579,28840,25840,FR,1.3,45.1
26772,17650,0,57341,55391,48276,FR,2.9,50.2
15778,10631,0,30676,30010,24961,FR,0.7,49.1
16529,9554,0,35005,33305,26269,FR,8.1,48.9
6908,4283,0,15806,15305,13232,FR,0.8,47.6
9838,6088,0,22992,21971,18646,FR,-0.2,47.6
8467,5687,0,18703,18812,16236,FR,2.1,47.3
14521,7931,0,51546,48595,38123,FR,-0.3,46.4
9106,5661,0,17815,17498,14648,FR,1.7,47.3
6150,3936,0,15806,14973,12529,FR,0.1,46.8
11529,7644,0,24274,23298,19349,FR,4.7,43.4
41542,19516,0,140843,122307,99097,FR,-1.4,43.5
8204,5304,0,19147,19091,16340,FR,-0,48.8
14682,7828,0,41459,38395,35311,FR,1.5,45.8
19630,9550,0,52489,43950,36698,FR,6.2,45.6
45309,24364,0,111747,101309,82484,FR,7.4,48.4
9611,6196,0,18848,18068,15251,FR,3.7,49.3
NA,NA,NA,NA,NA,NA,FR,6,46.9
2685,1658,0,6412,6129,5602,FR,3.9,47.3
3815,2122,0,11582,9947,8275,FR,6.7,44.7
10241,7181,0,20507,20400,17773,FR,3.5,49
1581,874,0,5817,5369,5105,FR,0.3,42.9
15374,10015,0,30077,28127,22632,FR,-0.6,45.2
4196,2545,0,10678,10272,9650,FR,1.1,45.3
11013,6631,0,28635,27439,23460,FR,0,48.1
10024,6601,0,25008,24847,21564,FR,-0.5,48.9
131589,84702,0,375882,347329,284457,FR,2.8,50.6
NA,NA,NA,NA,NA,NA,FR,-1.3,49
25418,15894,0,63382,58084,45303,FR,-0.9,45.9
11036,4880,0,30201,26109,21135,FR,6.7,45.9
NA,NA,NA,NA,NA,NA,FR,3.9,49
24962,12948,0,77810,69715,57427,FR,-2.4,48.5
6320,4108,0,13535,13532,11875,FR,0.6,47
4383,2847,0,8573,8263,7332,FR,5.4,49
16722,10097,0,38630,36885,31477,FR,6.5,48.2
2990,1465,0,6871,6146,5791,FR,2.9,44.9
39037,23152,0,88648,81301,71189,FR,6.9,47.7
5672,3267,0,15023,13943,12543,FR,-0.1,43.5
3026,1781,0,7559,7057,5982,FR,-0.2,44
13531,6917,0,38336,34793,32624,FR,1.7,45.1
15427,8479,0,40548,38062,31604,FR,1.8,48.5
NA,NA,NA,NA,NA,NA,FR,3.3,49.2
18783,10422,0,39057,35357,32955,FR,6.7,47.3
13054,8156,0,29410,28513,23847,FR,0.4,48.1
5321,3346,0,11117,10714,9580,FR,5.3,47.9
2448,1533,0,5767,5530,5145,FR,0.1,44
7871,4157,0,21978,19561,15442,FR,-2.1,48
2789,1659,0,9873,9334,8678,FR,1.6,44.6
22649,9732,0,61063,51888,41562,FR,4.5,45.7
5565,3123,0,15171,14410,12321,FR,-0.5,47.1
11072,7765,0,21860,21592,18337,FR,3.4,48.1
27069,14854,0,63657,55797,44778,FR,1.4,43.9
8191,5094,0,19474,18101,16388,FR,2.3,43.7
25199,14406,0,89831,82690,67648,FR,-0.6,49.2
10804,6711,0,22273,21088,19212,FR,6.5,47.9
2983,1910,0,7489,7270,6789,FR,0.4,45.4
3529,1922,0,9785,8518,7191,FR,6.4,44.5
14729,7737,0,34869,31597,25949,FR,3.4,45.8
6359,4143,0,14060,13491,12053,FR,0.3,44.7
5711,3242,0,15781,15763,13862,FR,-0.3,46.7
13680,10520,0,24141,25720,21297,FR,4,50
38939,23628,0,97961,91043,77996,FR,2.5,49.2
16988,9384,0,49637,45148,38464,FR,-3.2,48.6
7499,4567,0,13943,12948,11193,FR,5.2,46.9
5369,3153,0,15220,14531,13303,FR,0.9,44.9
9216,5611,0,20490,20401,17152,FR,1.9,46.9
5246,3707,0,11502,11753,10276,FR,0.6,47.9
12034,7814,0,24302,22287,19494,FR,2.7,43.1
5176,3445,0,10645,10145,9965,FR,7.3,44
78009,46275,0,169152,151383,126442,FR,5.2,43.6
140914,75136,0,464275,430055,362422,FR,2.5,48.6
2013,1142,0,5480,5092,4339,FR,-0.7,44
4256,2648,0,10543,10271,9283,FR,0.8,45.5
9107,5216,0,23916,21766,19021,FR,1.8,43.4
26825,17943,0,51185,51568,38909,FR,7,49.1
12543,7067,0,37945,35098,29900,FR,-1.3,48.7
69795,36171,0,245928,225317,190132,FR,1.9,49
4672,2708,0,13210,12376,11271,FR,1.3,44.3
19752,11508,0,55278,51770,43886,FR,1.7,48
19526,9375,0,50334,43127,33832,FR,-1,44.7
18999,12599,0,40006,39257,32471,FR,0.7,49.7
10843,5609,0,37930,35020,28950,FR,-3.9,48.5
27807,15825,0,67173,58442,47795,FR,3.7,43.7
2466,1527,0,6580,6305,5866,FR,0.9,44.7
NA,NA,NA,NA,NA,NA,FR,0.3,45.8
NA,NA,NA,NA,NA,NA,FR,4.5,46.4
10549,6198,0,21300,20133,16457,FR,6.5,49.3
8632,5213,0,16473,15131,12866,FR,4.2,48.1
3423,1842,0,10157,9219,8296,FR,2.3,44.2
2512,1414,0,6189,5772,5122,FR,3.1,45.3
1842,997,0,4670,4157,3830,FR,6.3,44.2
23304,11704,0,86146,77013,64586,FR,-4.1,47.9
4360,2752,0,9695,9562,8386,FR,0.2,48.6
3411,2002,0,8123,7793,6923,FR,3.1,46.7
7087,3429,0,19355,17874,15605,FR,2.4,45
13490,7888,0,35530,33736,28596,FR,1.5,47.6
28840,15430,0,119752,108891,91276,FR,-0.6,47.5
NA,NA,NA,NA,NA,NA,FR,5.9,45.8
6832,3697,0,19420,17906,15685,FR,-0.6,47.8
28992,17596,0,88722,83305,73195,FR,6,48.6
10025,6555,0,21217,20585,18339,FR,0.3,44.4
11108,6103,0,29080,27888,23657,FR,2.5,47.2
2835,1407,0,7634,6823,6627,FR,2.8,44.6
8202,4863,0,22947,20403,17370,FR,1.8,43.9
2604,1467,0,6675,6163,5861,FR,2.6,46
17673,9523,0,49524,43845,36170,FR,-1.5,48.5
4937,3107,0,9550,9239,8444,FR,2.7,47.5
4688,3097,0,12752,11648,10158,FR,3.4,43.8
8377,5054,0,21736,20380,17295,FR,0.4,47.2
NA,NA,NA,NA,NA,NA,FR,4.9,45.6
3680,2472,0,8379,8293,7313,FR,1,46.5
6144,3422,0,17544,16141,14509,FR,0.3,43.1
75220,42436,0,224857,198593,163313,FR,2.7,48.9
13155,9488,0,25079,24984,21738,FR,1.7,49.9
2230,1323,0,5807,5440,4920,FR,2.2,42.6
9117,6140,0,17727,17299,14155,FR,3.5,48.5
3643,2418,0,7919,8130,7740,FR,1.3,47.1
1460,988,0,3794,3601,3483,FR,2,42.8
4538,3331,0,7385,7490,6423,FR,5.2,48.4
12263,6970,0,26759,23934,20238,FR,5.9,43.8
8986,5472,0,22477,20336,18342,FR,5,44.4
3567,2148,0,8981,9034,8578,FR,-0.7,48.5
10986,6868,0,25780,24741,21762,FR,-0.1,47.2
3243,1909,0,6468,5754,5384,FR,6.6,43.7
16062,8333,0,48658,42720,36886,FR,5.9,47.2
2854,1678,0,7862,7362,7282,FR,1.6,45.6
11088,5640,0,25433,22366,18614,FR,4.4,46
7510,3850,0,15227,13021,11571,FR,5.2,46.5
11926,7479,0,23031,22112,19470,FR,6.7,48.3
13429,6587,0,31686,28115,22835,FR,4.6,45.1
51581,29224,0,93541,82051,71424,FR,6.6,43.5
4891,2905,0,13302,12514,11123,FR,-3.8,48.1
61109,43030,0,119383,116831,92066,FR,3.5,50.4
1189,620,0,5629,4831,4424,FR,5.5,44.7
25684,13151,0,89307,79223,64271,FR,-2.6,47.6
2701,1939,0,5313,5292,4937,FR,4.8,49.5
13134,7825,0,30689,30489,26092,FR,3,47
1186,719,0,2623,2404,2321,FR,4.9,47.7
NA,NA,NA,NA,NA,NA,FR,-1.2,48.5
6975,3946,0,17870,16244,13536,FR,-2.4,48
12994,8234,0,34086,33013,27396,FR,0.4,46.8
34696,19376,0,80477,74442,60718,FR,6.1,49.4
11517,6614,0,29427,26446,21255,FR,-0.4,44.6
19501,13183,0,40123,38996,33248,FR,2,49.5
10208,5377,0,32718,30691,26661,FR,-0.6,48.1
14720,8513,0,30620,28933,23659,FR,7.7,49
13988,7240,0,37434,32753,26393,FR,1.1,43.6
2210,1271,0,4973,4757,4377,FR,3.9,46.8
17450,10575,0,50750,47579,39126,FR,0.2,45.6
5466,2967,0,14679,13545,11021,FR,-0.9,43.8
2619,1357,0,6824,5954,4648,FR,-1.3,44.2
2314,1204,0,5872,5286,4453,FR,6.6,45.1
10098,4800,0,23524,19563,16223,FR,5.3,45.1
1738,848,0,4033,3422,3222,FR,3.6,44.7
9998,5706,0,23342,22745,20147,FR,2.6,46.4
8288,5984,0,16386,16058,15130,FR,2.2,50.5
2751,1730,0,4848,4637,4150,FR,4.7,48.9
3499,1997,0,8034,7337,6633,FR,3.8,45.9
