right_votes_24,right_votes_19,right_votes_14,total_votes_24,total_votes_19,total_votes_14,CNTR_CODE,lon,lat
12676,0,0,20044,13822,9599,HU,20.6,47.3
15076,0,0,28141,21165,13507,HU,17.6,47.2
14942,0,0,30989,25196,14306,HU,20.4,46.4
13637,0,0,26191,19355,12329,HU,16.8,46.5
13662,0,0,24083,16747,10880,HU,20.3,46.9
13591,0,0,23718,16370,11195,HU,21.1,46.9
9113,0,0,13133,7987,5361,HU,21.5,47
10842,0,0,17625,12578,7768,HU,19.4,46.2
43389,0,0,87175,67823,44504,HU,18.4,47.5
11401,0,0,17894,12672,8339,HU,18.8,46
12019,0,0,19470,15151,9357,HU,19.6,46.4
249151,0,0,639670,532129,393496,HU,19.2,47.4
11803,0,0,17215,10567,6915,HU,20.6,47.6
26982,0,0,47684,33251,21856,HU,21.9,48
8589,0,0,11615,6746,4824,HU,20.7,48.5
15700,0,0,27221,19656,13124,HU,17.5,46.7
25237,0,0,49121,38192,25843,HU,18.4,46.2
12810,0,0,21667,14845,9457,HU,17.2,46.4
12601,0,0,18145,9757,7064,HU,21.1,48.5
32033,0,0,63440,48351,32062,HU,19.6,47
18128,0,0,29492,21975,14151,HU,17.4,47.3
16470,0,0,28724,21792,14262,HU,19,46.2
18594,0,0,30074,19439,12456,HU,21.2,48.1
15961,0,0,26210,18089,11385,HU,19.2,47.1
25969,0,0,41248,26061,15265,HU,22.1,48.2
34690,0,0,72336,55681,37612,HU,18.1,46
52170,0,0,100592,73942,47238,HU,17.5,47.6
9397,0,0,16680,10111,6870,HU,21.2,47.7
35715,0,0,59058,46776,30526,HU,16.6,46.9
12145,0,0,19719,13286,8380,HU,21.4,47.2
52700,0,0,103075,80287,55744,HU,19,47.8
33045,0,0,67084,49005,31083,HU,18.9,47.2
43129,0,0,85810,67798,45340,HU,18.3,47.2
15943,0,0,28550,21382,13893,HU,19,46.5
25616,0,0,48280,36151,25062,HU,20.9,46.5
20223,0,0,38979,28350,17825,HU,18.7,47
18941,0,0,32540,23944,15880,HU,17.1,46.7
12178,0,0,23274,18329,12620,HU,20.7,46.7
23964,0,0,42611,28116,19370,HU,20.1,47.6
23977,0,0,41722,29824,19893,HU,19.9,47.2
26567,0,0,43739,30633,22479,HU,19.6,48.1
17257,0,0,32119,23514,16016,HU,21.4,46.8
18401,0,0,26938,17243,11964,HU,22.1,47.8
10129,0,0,16389,10228,6657,HU,17.7,46
17646,0,0,32209,22866,13857,HU,17.3,47.9
27816,0,0,47941,34323,22513,HU,19.7,47.8
22871,0,0,42628,29864,20585,HU,21,47.9
37640,0,0,71966,52759,35159,HU,21.7,47.4
31960,0,0,55860,38626,24015,HU,17.9,47.5
15131,0,0,25064,16855,13049,HU,20.1,48.2
15200,0,0,24340,17950,11517,HU,17.1,47.2
26528,0,0,49838,38854,26658,HU,17.9,46.4
22994,0,0,48884,37612,26406,HU,20.3,47.2
13657,0,0,23914,17311,12093,HU,17.9,46.8
11401,0,0,17508,11946,7886,HU,18.4,46.5
30736,0,0,54872,45090,29045,HU,16.8,47.6
15941,0,0,21809,15361,10376,HU,22.7,47.9
16753,0,0,29325,21775,13754,HU,19.9,46.7
29340,0,0,57829,46248,32852,HU,20.4,47.9
10630,0,0,17582,12393,8540,HU,21,47.4
31493,0,0,56917,36908,23270,HU,21.7,47.7
40173,0,0,71643,49199,31197,HU,19.6,47.4
12462,0,0,20233,12123,7609,HU,17.5,46.3
8184,0,0,14524,11651,6640,HU,20.6,46.2
18056,0,0,31167,22556,14100,HU,17.3,46.9
52076,0,0,105687,83665,59047,HU,20.7,48.2
14811,0,0,24236,17022,11179,HU,18.7,46.7
12043,0,0,19361,12891,8241,HU,18.5,45.8
31916,0,NA,67319,54589,NA,HU,18,47.1
13772,0,0,21896,14637,9204,HU,18.3,46.9
9394,0,0,18235,13410,9507,HU,20.7,47
20582,0,0,39860,29504,22673,HU,20,47.9
113762,0,0,275832,223995,160999,HU,18.8,47.5
113446,0,0,271101,215848,151171,HU,19.3,47.6
12268,0,0,20268,14678,9168,HU,19.5,46.7
18694,0,0,35649,26345,15777,HU,19.9,46.4
30342,0,0,77938,63438,41881,HU,20.2,46.2
22985,0,0,40158,30840,21126,HU,18.7,46.4
16723,0,0,26311,20760,12938,HU,16.8,47.4
20584,0,0,34130,21558,15356,HU,21.6,48.2
8349,0,0,13999,10405,7328,HU,20.9,47.2
11334,0,0,18266,11735,7791,HU,22,47.6
23415,0,0,45997,31240,21086,HU,21.5,48
12847,0,0,23383,16932,11284,HU,20.3,46.7
20645,0,0,40827,29704,19902,HU,21.4,47.5
7061,0,0,11806,7611,4921,HU,17.9,46.2
10745,0,0,18225,12070,8859,HU,20.4,48.3
13509,0,0,22483,16460,10690,HU,19.2,46.8
9334,0,0,15405,11134,7536,HU,20.8,47.7
10248,0,0,16633,12449,8425,HU,16.6,46.7
24479,0,0,36544,25679,16320,HU,22.3,48
9652,0,0,18235,14812,9975,HU,17.7,46.9
NA,NA,NA,NA,NA,NA,CY,33.5,35
NA,NA,NA,NA,NA,NA,CY,33.3,34.9
NA,NA,NA,NA,NA,NA,CY,33.5,35.3
NA,NA,NA,NA,NA,NA,CY,32.4,34.9
NA,NA,NA,NA,NA,NA,CY,33.8,35.2
NA,NA,NA,NA,NA,NA,CY,33.1,35.3
NA,NA,NA,NA,NA,NA,CY,32.9,35.1
NA,NA,NA,NA,NA,NA,CY,32.8,34.8
NA,NA,NA,NA,NA,NA,CY,32.7,35
4742,753,0,37573,33403,24585,RO,27.6,46
7846,741,0,36452,30631,24817,RO,23.3,44.7
114448,35583,0,914277,1070183,534976,RO,26.1,44.4
5756,1204,0,36244,36056,28623,RO,26.8,46.2
4042,472,0,32148,29942,24686,RO,24.2,47.1
3687,465,0,20317,16640,11304,RO,23.8,47.4
6436,2139,0,71802,67666,50798,RO,22.9,47.9
5698,972,0,39861,36022,27381,RO,27.4,45.6
5002,510,0,30633,29107,19396,RO,24.1,46.3
1991,1208,0,15604,11937,8551,RO,27.7,45.2
1256,188,0,7831,6541,4006,RO,25.2,47
7841,2009,0,50556,48719,33744,RO,26.5,47.1
3799,604,0,32193,28164,25304,RO,23.1,44
2283,212,0,10654,9264,5269,RO,21.7,46
1044,259,0,6421,5599,4962,RO,21.5,44.9
5136,1459,0,31882,34650,21438,RO,21.8,45.3
15974,3984,0,128896,148963,76357,RO,25.4,45.7
3002,213,0,14404,11811,9155,RO,22.1,46.4
1475,420,0,7899,6137,4483,RO,22.2,45
1751,285,0,8304,6007,4497,RO,28.5,45
2671,450,0,19337,16301,11848,RO,24.1,46.8
1244,177,0,9493,8882,8659,RO,26.3,44
11422,4647,0,79705,83978,55364,RO,25.4,45.1
7308,986,0,37583,29177,20362,RO,26.2,47.8
2038,705,0,11081,9857,7802,RO,22.6,45.1
2000,265,0,12739,10924,8276,RO,26.2,46.5
2600,166,0,13998,12935,7497,RO,23.8,45.7
7096,1098,0,45744,40070,25203,RO,23.4,47.9
7547,1742,0,39136,35178,28980,RO,22.8,44.8
622,104,0,2697,2772,1589,RO,29.3,45.2
3671,433,0,27180,24982,22385,RO,25.1,44.2
6336,1105,0,56824,66356,30533,RO,23.6,46.9
1113,197,0,10294,8937,5667,RO,25.8,46.9
2652,483,0,34942,29252,22179,RO,22.4,47.4
3662,544,0,29541,27504,24989,RO,25.5,44.1
1830,199,0,14237,13005,13754,RO,23.7,43.9
5605,763,0,30447,30807,19555,RO,23.3,45.8
6246,1153,0,29889,29466,17517,RO,28.1,43.8
7859,1347,0,57104,53548,36377,RO,27,46.9
34507,8707,0,205197,238751,126009,RO,28.4,44.2
2793,406,0,17165,13540,9857,RO,26.9,44.6
5033,2136,0,35905,30956,21412,RO,27.1,45.1
5190,739,0,29040,24920,16226,RO,25.8,47.6
4155,477,0,22230,16875,13506,RO,24.7,47.6
4122,729,0,24220,22144,15924,RO,24.2,45.3
263,68,0,28597,26355,18334,RO,25.4,46.4
3839,492,0,22724,18464,18562,RO,24.8,44.3
6865,1577,0,33362,34872,25175,RO,23.3,45.4
4195,994,0,20100,16469,12007,RO,23.6,45.1
13259,2824,0,97262,111682,54041,RO,21.8,47
8393,1993,0,57541,63247,39624,RO,25.7,45.4
8704,1743,0,60873,56683,33415,RO,23.3,47.6
10221,2216,0,65832,60334,45307,RO,24.4,44.5
11003,1404,0,59971,64920,41405,RO,23.8,46.1
7677,1659,0,43998,39137,28868,RO,26.6,46.7
1817,320,0,9229,8828,7007,RO,22.5,45.9
2028,267,0,11021,9307,7227,RO,24.8,47
8541,2215,0,50887,46559,33555,RO,25.2,44.8
3220,483,0,16688,14504,9474,RO,21.5,45.5
1160,171,0,8119,5869,4594,RO,28.1,44.8
1011,167,0,14837,12813,10045,RO,26.4,46
4718,1787,0,41410,37042,22449,RO,26.7,45.3
549,107,0,13150,13135,10488,RO,25.2,46.7
2781,449,0,16328,12950,9529,RO,27.9,44.2
3535,594,0,19922,16060,11105,RO,28.6,44.6
1035,180,0,6460,5932,4195,RO,24.8,45.6
4289,756,0,31994,24320,19498,RO,27.1,47.5
1376,178,0,10070,9264,6550,RO,24.4,45.4
3658,397,0,15764,12645,9840,RO,22.9,46.4
2379,238,0,17236,16279,12292,RO,23.1,46.9
4685,776,0,38119,32809,22417,RO,26.5,44.5
3945,629,0,24081,23997,12929,RO,24.8,46.2
28473,7151,0,179790,206185,130387,RO,25.9,45
12090,1899,0,87067,115894,50494,RO,24.1,45.8
1683,339,0,24571,20085,15352,RO,22.5,47.7
2471,582,0,26566,25821,22889,RO,25.9,44.2
13253,3893,0,66024,63257,43862,RO,23.2,45
5326,1150,0,35005,31014,24141,RO,27.3,44.4
10674,1558,0,62872,59853,31521,RO,23.9,47.7
5033,1736,0,35219,32402,19331,RO,27.4,44.7
3490,316,0,31919,27485,19345,RO,22.8,47.2
3992,730,0,19809,18276,15259,RO,23,45.6
4126,1804,0,23133,22451,14897,RO,22.2,45.3
7285,1488,0,50243,42241,26500,RO,26.9,47.2
2481,590,0,15255,14320,8777,RO,25.6,47.3
3872,448,0,22857,14569,9806,RO,24.3,47.8
3244,406,0,17278,15387,12300,RO,23,46.2
307,63,0,16190,15404,12226,RO,25.6,46.7
3024,574,0,22013,18110,13278,RO,25.2,44.5
5223,1884,0,41920,44482,30094,RO,27.9,45.6
7106,1173,0,65285,62534,34635,RO,25.8,45.7
1887,347,0,16630,13909,14058,RO,27.9,45.9
9578,1794,0,67078,62789,38939,RO,26,44.7
3313,488,0,21249,15730,14515,RO,26.9,47.8
2298,611,0,16913,15306,11228,RO,26.3,45.5
18833,3254,0,94341,90397,54966,RO,26.3,47.6
5738,1113,0,33018,32770,24896,RO,26.4,46.3
1225,184,0,7772,6459,4357,RO,21.5,45.2
3908,665,0,22457,19717,12701,RO,28.1,46.7
10655,2076,0,61996,62728,47050,RO,27.2,45.8
8277,3454,0,62475,65755,35948,RO,26.7,45
9123,902,0,42070,33743,19725,RO,25.8,47.8
2666,316,0,20608,16746,11073,RO,21.8,46.8
19562,14108,0,141651,179228,107017,RO,28,45.4
2660,481,0,15376,13693,8148,RO,26.1,47.1
1739,207,0,11905,11267,5138,RO,24,45.5
3221,425,0,18471,15419,8369,RO,21.5,45.7
1888,421,0,9608,8641,7179,RO,22.2,45.6
5266,552,0,28909,23006,15492,RO,24.2,46.6
2853,165,0,12208,10220,6855,RO,21.8,46.2
3250,587,0,21771,20306,18414,RO,24.5,44.7
2749,1028,0,26050,24501,23124,RO,22.9,44.4
6927,1079,0,42508,34877,34612,RO,24.5,44.1
321,50,0,15625,13907,11907,RO,25,46.4
5212,705,0,27942,21999,18207,RO,24,45.1
2067,339,0,10943,10088,7282,RO,21.8,45
3820,502,0,22326,19582,13496,RO,22.1,46.9
1466,307,0,8825,7291,6223,RO,21.8,44.7
13218,3582,0,70636,71361,43502,RO,24.5,45.1
2632,298,0,30432,25063,17049,RO,22.1,47.2
6396,2225,0,32158,37391,20298,RO,28.9,45.1
223,62,0,15783,13379,10730,RO,26,45.9
1954,302,0,17654,15409,13577,RO,27.2,46.3
4365,850,0,25237,22540,17370,RO,27.5,44.1
7878,1169,0,49776,49851,29268,RO,24.6,47.2
1996,256,0,15877,13902,12964,RO,23.5,44.1
4880,796,0,35021,31465,28304,RO,24.2,44.3
897,122,0,8162,7625,7937,RO,23.4,43.9
1131,87,0,5413,4640,3540,RO,22.9,46.7
2350,526,0,12974,10776,8829,RO,27.7,45.4
3118,313,0,13740,9900,7594,RO,27.9,44.7
1161,128,0,7899,6417,5264,RO,25.2,45.9
2827,445,0,22078,19348,20316,RO,24.5,43.8
13730,3327,0,88226,97588,60604,RO,26.9,46.6
3450,505,0,21613,16645,12809,RO,26,47.4
6514,1038,0,32651,35684,19520,RO,21.2,46
3220,507,0,25178,24288,16131,RO,24.8,46.8
1982,368,0,12093,12375,8285,RO,25.1,45.7
6573,1644,0,41810,37147,28331,RO,26.5,47.9
2211,738,0,17037,15656,12143,RO,23,44.6
2203,255,0,13092,11236,10005,RO,22.4,46.4
7508,1069,0,52754,46380,27722,RO,26.3,44.3
1785,189,0,12711,9079,6151,RO,24.1,47.5
3202,863,0,25769,20281,11412,RO,26.6,44.7
5543,1680,0,33574,30719,20823,RO,25.1,45
17120,3930,0,101420,118904,72329,RO,23.6,44.4
849,79,0,4567,3335,3038,RO,25.1,47.7
1971,380,0,8921,7692,4599,RO,28.5,45.2
1814,226,0,13706,13017,10424,RO,24.4,46.9
16361,2963,0,145225,178666,71786,RO,23.6,46.7
1885,302,0,10543,9146,5709,RO,20.4,46.1
2229,363,0,12011,12723,9210,RO,23.5,45.6
283,41,0,1131,1062,625,RO,29.6,45.3
2458,242,0,10427,8835,6160,RO,22.1,45.9
1021,87,0,10963,9482,6509,RO,25.9,46.7
15772,4571,0,115244,137844,69843,RO,27.8,47
3846,1014,0,23831,20465,14559,RO,27.7,44.5
1744,174,0,10376,9501,6374,RO,23.3,46.6
4059,643,0,31509,29825,19039,RO,24.5,46.7
9317,2529,0,58251,54317,36176,RO,26.7,47.6
1506,220,0,6113,5387,4290,RO,22.1,46.1
13524,1790,0,68261,79853,40678,RO,21.4,46.2
5212,888,0,35023,36304,30396,RO,24.8,43.9
5260,720,0,27218,26477,17469,RO,23.4,46.2
1789,322,0,15804,11860,12073,RO,26.9,44.3
4989,990,0,27925,28400,16896,RO,21.9,45.7
1692,435,0,9842,9014,8001,RO,22.5,45.5
5157,680,0,33042,28981,23253,RO,26.8,46.4
3211,330,0,25347,23014,19678,RO,24.2,43.8
9175,1940,0,94366,94548,56557,RO,24.7,46.5
6442,1258,0,57897,51367,32257,RO,25.6,44.5
2365,342,0,12299,10387,7609,RO,22.6,46.2
1972,306,0,15002,14671,13084,RO,23.3,44.3
873,224,0,4783,3605,2892,RO,22.1,44.8
5010,699,0,31784,30128,21786,RO,27.6,46.4
2743,263,0,14967,11816,9596,RO,28,46.5
7878,2842,0,56223,52326,38481,RO,27.1,45.6
1264,187,0,9026,6965,5148,RO,26.6,45.6
3051,555,0,17783,18991,13250,RO,24.9,45.9
11204,1284,0,54250,57696,32598,RO,23.7,46.5
2690,372,0,14983,12623,7408,RO,21,45.5
2614,347,0,15315,12974,11445,RO,22.1,46.7
7352,2506,0,38396,38241,30344,RO,22.3,44.7
7954,1338,0,51963,52635,30928,RO,23.2,47.2
2722,371,0,14672,11410,7041,RO,28.2,44.5
1926,474,0,10973,9265,6429,RO,28.8,44.9
17893,6137,0,103071,115398,64739,RO,24.8,45
2867,303,0,19680,16541,13528,RO,26.9,45.8
3918,677,0,22127,18666,13705,RO,24.8,44.6
25959,5846,0,174253,207806,87130,RO,21.2,45.8
6426,1550,0,38372,34167,22522,RO,24.9,45.3
8532,1470,0,52646,44153,33258,RO,26.2,45.2
1992,314,0,11998,10917,7147,RO,25.3,47.5
7809,1310,0,44376,39131,31559,RO,24.3,44.9
2354,229,0,14153,10597,8426,RO,24.4,47.5
4420,594,0,27926,23673,23102,RO,23.9,44.6
6971,1300,0,41784,33066,25692,RO,26.5,47.4
216,47,0,13081,11864,9394,RO,25.9,46.2
674,214,0,30126,29994,22565,RO,25.7,46.4
6603,705,0,42408,43263,26263,RO,24.3,46.1
2028,365,0,9446,9018,6778,RO,23.7,45.4
4108,653,0,28305,25535,20812,RO,27.2,46.1
1882,124,0,8159,5751,4024,RO,25.4,47.8
2695,701,0,19206,18246,11821,RO,25.2,45.4
6680,1875,0,38710,42832,25358,RO,26.1,46.9
2263,514,0,12415,11569,7734,RO,23,45.2
12275,2821,0,66280,74258,48859,RO,23,45.9
2639,231,0,12109,10494,7630,RO,22.7,46.8
5968,1018,0,42858,39107,27182,RO,26.3,44.9
5859,604,0,24677,17491,16533,RO,23.8,44.9
5139,841,0,30642,23806,23005,RO,26.7,48
1382,172,0,10270,8203,6930,RO,28.1,46.1
2543,467,0,13696,10644,6884,RO,28.2,45.2
1020,91,0,10104,8629,7424,RO,25.3,46.1
9258,3462,0,65618,58780,42461,RO,25.6,44.8
2205,261,0,16551,13866,12272,RO,27.3,46.6
12976,3267,0,96965,101236,52011,RO,27.3,47.3
4936,361,0,26220,18882,13296,RO,21.6,46.5
1859,150,0,18940,15331,12645,RO,25.6,46
3041,275,0,17395,16410,9709,RO,24.6,45.9
2312,371,0,19265,15784,14070,RO,22.8,47.5
3709,452,0,21632,18903,16650,RO,22.5,46.6
1795,991,0,16010,12438,10004,RO,27.4,45.3
3685,396,0,23096,21091,14594,RO,22.4,47.1
5571,715,0,27734,23310,15158,RO,20.8,46.1
2038,278,0,15943,13858,8272,RO,26.2,45.7
6320,876,0,36467,38148,23589,RO,23.7,47.1
6769,1064,0,49182,46643,37733,RO,25.3,43.9
2335,178,0,14166,11797,8183,RO,24.9,47.3
7944,1648,0,54798,56307,39531,RO,23.9,44.1
1584,311,0,11450,9609,5416,RO,25.5,47.1
3769,703,0,30794,23013,19029,RO,26.6,44.2
2432,416,0,16445,12784,10129,RO,27,44.8
5968,1527,0,41071,39832,30003,RO,25.8,43.9
7571,1520,0,45450,44117,26477,RO,27.7,46.7
4741,657,0,33570,26179,18286,RO,27.3,47
2718,843,0,17730,12247,8274,RO,27.6,44.9
326,77,0,1810,2195,994,RO,29.2,44.9
22634,22477,8012,69744,74668,36415,PL,17.2,52.4
4161,4250,1145,9630,10773,4584,PL,17.3,54.3
5961,6528,1575,13220,14679,6282,PL,15.4,53.2
6743,7948,2839,13067,15658,7446,PL,22.9,54.3
1592,1775,540,4202,4535,2385,PL,23.7,53
48685,55303,25317,84950,96201,53553,PL,22.1,50
14293,18586,3838,22664,28593,11917,PL,20.1,50.6
6518,8524,2127,11982,15400,6184,PL,20,53.1
12572,15346,5409,17347,20973,10184,PL,20.6,51.6
4286,5010,1366,9443,11222,5203,PL,16.8,50.2
10628,12260,4868,20441,23530,11506,PL,23.1,54
144359,183900,99134,579528,623437,366211,PL,21,52.1
27257,30777,13647,69956,81536,42023,PL,19.1,51.8
4567,5291,1461,10272,12179,5264,PL,15,52.9
14247,15934,8080,20062,22455,12905,PL,22.7,53
10012,12162,2927,20481,24784,10961,PL,17.8,52.2
7146,8732,3106,12327,14980,6820,PL,19,52
9559,12267,3363,16942,21289,9156,PL,20.5,53
35602,42695,20589,105930,130231,79307,PL,18,53
22143,27222,8476,42965,53770,25689,PL,18.4,52.2
51695,51807,20884,128970,134568,70736,PL,20.6,52.2
33092,40289,14983,49528,60380,32128,PL,21.3,49.7
6826,8185,2347,15126,18485,9420,PL,18.3,53.5
3704,4246,1226,9216,10267,4537,PL,20.7,53.6
6434,7663,2653,11047,12832,6202,PL,23.1,53.4
7296,8141,2986,13198,14830,7496,PL,17.8,54
13355,15098,4238,29900,35810,17821,PL,18.1,50.2
15846,17105,5051,44303,47578,22290,PL,15,53.8
12941,14203,4259,19178,21209,9035,PL,21.7,52.5
9652,9946,2783,24563,26119,11508,PL,16.6,54.3
20329,24573,8797,38915,47923,22432,PL,19.4,52.1
13610,16465,5666,23851,29164,14225,PL,18.5,51.7
58974,65829,22671,118717,129925,72971,PL,20.1,49.9
6209,7045,2279,16497,19870,8925,PL,14.7,52.5
12165,14398,3797,20566,24426,10635,PL,20.8,52.8
21071,25824,9406,38245,46142,23727,PL,21.9,51.4
11937,16188,2584,19224,25155,10760,PL,20.4,50.4
14235,16055,5503,41385,42116,18711,PL,15.5,54
18181,20497,7838,53011,62468,32036,PL,16.1,54
11444,12444,4963,30834,36689,19023,PL,15.9,50.7
7472,9016,3176,9818,11519,5906,PL,22.3,52.7
7955,9225,2597,17262,20693,10775,PL,17.5,52.9
29036,37108,10031,49787,63957,28138,PL,21,51
9011,9456,2940,27265,30025,14354,PL,16.9,52.7
4848,4716,1303,12956,12778,5517,PL,16.7,54.5
9107,10481,2615,18531,21733,9679,PL,17.8,52.4
8111,10363,3379,12522,15338,6991,PL,23,50.7
17368,20862,6048,24255,29414,14695,PL,22.5,51.8
6500,7782,2207,11463,13691,5826,PL,19.8,53.4
13206,16246,3393,27414,34105,18396,PL,18,51.4
15306,14776,4769,35435,36491,17474,PL,16.9,51.3
17813,20320,6437,26088,30155,14539,PL,22.2,52
9093,10015,2358,19083,21994,9765,PL,17,51.6
4670,5618,1541,10397,12748,5343,PL,16,52.9
2382,2865,706,5307,6017,2713,PL,21.7,53.8
7959,8348,2313,25532,28613,13728,PL,18.1,50.8
16474,20724,7655,29835,35469,17011,PL,21.5,53.1
4349,4797,1510,11738,13787,6802,PL,23.4,52.7
38878,44202,14672,92147,110429,58996,PL,18.4,50.2
47219,57275,17040,82655,99078,46196,PL,19.5,49.9
23395,23918,7835,38759,41018,19124,PL,21.3,52.5
3184,3975,1131,7936,9587,4026,PL,16.1,53.5
19318,22039,6194,42158,50986,24976,PL,17.8,51.6
94815,104227,44191,238699,260287,166894,PL,20.2,50.1
30503,36431,10952,44891,53362,25492,PL,19.8,49.7
15989,18442,6978,23147,27757,14724,PL,23.4,50.5
6061,7050,2021,15351,18137,8810,PL,17.2,53.7
9815,10338,2916,18996,22176,9882,PL,17.5,50.7
4762,5476,1664,12266,14460,6412,PL,20.4,54.1
20857,23852,8140,46905,56609,29049,PL,18.1,51.8
7293,8468,2445,13550,15977,7517,PL,18.3,53.9
24990,26671,9287,55982,65672,32513,PL,16.6,50.9
49399,51481,25026,156411,173667,102814,PL,18.4,54.6
11986,13458,3824,26274,31626,14581,PL,15.4,51.1
26344,29099,11926,52645,61363,31459,PL,16.1,51.4
7014,7726,2179,18098,21541,9651,PL,15,51.9
4349,5551,1634,7005,8657,4581,PL,23.9,51
7496,9425,2068,11413,14554,6691,PL,21.7,51
7677,8675,1949,15132,18056,8181,PL,17.5,51.5
24747,29211,10272,42858,52380,27441,PL,21.7,50.6
10414,12482,4191,16903,20540,8955,PL,19.7,51.2
97762,112319,41958,207353,244642,134861,PL,19.1,50
4311,4517,1354,9162,10636,5156,PL,15.5,51.4
1801,2236,439,4489,5393,2110,PL,16,53.3
12987,16661,5838,23008,29137,13976,PL,18.5,51.3
58185,65432,21871,82834,94327,49990,PL,20.8,49.6
14110,18624,3739,24304,30368,13287,PL,20.9,50.5
17089,18524,5358,40693,47527,22601,PL,16.8,51.8
9036,10661,2806,13482,16494,6578,PL,19,52.2
30930,36440,11195,43218,50802,25999,PL,20.2,49.6
3653,4615,1024,5534,6895,2825,PL,20.9,53.3
17318,17600,5779,38197,41299,19595,PL,17.5,51
1443,1329,313,3884,3694,1497,PL,17.4,54.7
22133,24626,7133,44671,51457,24646,PL,18.8,50.7
18899,24265,7233,31696,39967,18532,PL,20.6,51.2
4970,5601,1982,9107,10598,5306,PL,23.1,52.4
18393,21304,7599,37613,45354,21895,PL,16.3,51.7
32825,39186,15453,46588,56141,28887,PL,21.6,50
5112,6152,1777,10800,13001,6735,PL,17.7,53.5
114798,137182,71045,413127,439953,251459,PL,21,52.4
12503,15385,4059,20225,24996,11073,PL,19.9,52.8
47726,55231,20500,103979,127253,63208,PL,19.2,50.9
25612,26822,8696,40144,43284,19738,PL,21.5,51.9
3542,4317,1536,6617,7598,4052,PL,23.7,53.4
39508,46045,15129,61262,72730,36999,PL,20.7,50.1
21703,24845,8225,33766,38296,20061,PL,20,49.3
4922,6053,1698,12281,14864,6641,PL,15.8,53.7
20227,24944,8901,37095,44807,21041,PL,19,51.4
18459,21237,7548,28392,33819,17025,PL,22.2,51.2
4792,5493,1572,9098,10618,4765,PL,22.6,53.9
2339,2644,630,5367,6186,2730,PL,16.8,53.5
6842,7686,2625,18721,21580,9475,PL,20.1,53.8
15418,16397,4741,37777,42841,19204,PL,17,52.1
10606,12970,4513,14758,17856,9312,PL,22.8,50.4
4377,5188,1392,10263,12013,4963,PL,19.9,54.1
4181,4856,1507,9084,10894,4985,PL,17.1,54
5646,6743,1816,11194,13292,5476,PL,20.4,53.4
10353,13094,2868,16022,19981,7751,PL,19.7,50.8
21038,24780,5541,32921,39195,17730,PL,19.8,50.4
9489,10728,2725,19356,22936,11087,PL,18,51.1
4979,5655,1410,12754,15562,6440,PL,16.2,52.6
15655,18460,6020,23656,27606,13361,PL,22.2,52.4
48834,56316,28514,134913,160802,89798,PL,19.4,51.6
11335,13489,3930,22701,27961,13329,PL,17.6,50.4
12730,13770,5077,31948,38410,19139,PL,15.9,51
3785,4622,1249,5596,6670,3223,PL,23,53.7
8443,9279,2701,22281,26379,12639,PL,17,53
12857,14432,5314,26720,30098,15178,PL,18.1,54.2
41952,42517,17456,87995,92241,47508,PL,21.5,52.2
10896,12051,2903,27070,31703,14528,PL,18.4,50.5
8507,9748,3278,12899,15416,7702,PL,23,51.7
11331,13189,3015,20785,25488,12225,PL,17.3,51.8
11133,12329,4670,32936,38592,19569,PL,15.4,52.1
22695,24971,7899,47314,55179,26761,PL,16.4,51.1
10810,12908,3553,16654,20151,8586,PL,19.9,52.3
37370,45511,18048,56726,68839,35165,PL,21.8,49.7
8591,10080,3598,21494,25748,12346,PL,15.2,52.6
20782,22825,8281,34645,38841,19588,PL,22.8,51.3
5517,6917,2387,8248,10042,5170,PL,22.7,53.3
10793,11622,3285,20700,23142,10377,PL,17.1,50.8
20149,23055,8983,33586,40100,23143,PL,22.8,49.8
5253,5600,1776,11126,13365,6264,PL,15.1,51.3
7344,8556,2256,12226,13989,6942,PL,21,49.3
14162,15926,5103,36196,42775,21423,PL,19,54
11332,13344,5346,17411,20115,10433,PL,22.2,53
57982,66029,33344,160630,191569,107303,PL,19.7,51.8
90810,90619,44886,279325,299821,173822,PL,17,51.1
10736,12785,4071,27236,33214,15832,PL,15.2,51.6
10947,13456,4057,22730,28256,13581,PL,19.5,53.1
22188,24358,10806,67524,77545,42776,PL,20.5,53.9
13918,17431,5957,35015,43871,22343,PL,19.1,52.5
13538,15116,5121,32935,38510,19661,PL,17.5,52.6
7898,8418,2569,14032,15649,7410,PL,16.5,51.5
13417,16729,4760,19276,23865,9855,PL,21.5,51.3
4238,5112,1427,10227,11993,5552,PL,20.9,54.3
14902,16838,7354,18999,22355,11664,PL,21.9,50.4
3892,4675,1749,7599,8908,4700,PL,23.5,51.7
9305,11795,2761,16050,19973,8488,PL,18.3,52.5
16983,20010,4758,26335,31076,13912,PL,20.8,50.7
14939,18106,5718,23996,28681,12773,PL,21.4,51.6
4657,5714,1736,6967,8434,4382,PL,23.4,53.6
8627,10049,2861,19977,23053,10100,PL,19.7,53.6
3380,4188,1074,5689,6959,3341,PL,22,53.6
11488,13153,5004,29244,34598,18458,PL,18.4,53.2
8805,10268,2568,18551,22193,9746,PL,14.8,53.1
14746,16790,5893,23061,27919,13843,PL,23,52.1
30153,36156,12754,43570,53210,27729,PL,22.5,50
9260,11230,3664,19737,23990,11999,PL,17.9,53.7
2850,3352,824,6401,7568,3004,PL,15.6,53.4
8819,10704,2998,12882,16008,7286,PL,22,50.9
