symbol,date,adj_close
AAPL,2025-01-21T14:30:00Z,222.39547729492188
AAPL,2025-01-22T14:30:00Z,223.58416748046875
AAPL,2025-01-23T14:30:00Z,223.41436767578125
AAPL,2025-01-24T14:30:00Z,222.5353240966797
AAPL,2025-01-27T14:30:00Z,229.6075439453125
AAPL,2025-01-28T14:30:00Z,237.99832153320312
AAPL,2025-01-29T14:30:00Z,239.0971221923828
AAPL,2025-01-30T14:30:00Z,237.3290557861328
AAPL,2025-01-31T14:30:00Z,235.74081420898438
AAPL,2025-02-03T14:30:00Z,227.75958251953125
AAPL,2025-02-04T14:30:00Z,232.54432678222656
AAPL,2025-02-05T14:30:00Z,232.21469116210938
AAPL,2025-02-06T14:30:00Z,232.9638671875
AAPL,2025-02-07T14:30:00Z,227.3800048828125
AAPL,2025-02-10T14:30:00Z,227.64999389648438
AAPL,2025-02-11T14:30:00Z,232.6199951171875
AAPL,2025-02-12T14:30:00Z,236.8699951171875
AAPL,2025-02-13T14:30:00Z,241.52999877929688
AAPL,2025-02-14T14:30:00Z,244.60000610351562
AAPL,2025-02-18T14:30:00Z,244.47000122070312
AAPL,2025-02-19T14:30:00Z,244.8699951171875
AAPL,2025-02-20T14:30:00Z,245.8300018310547
AAPL,2025-02-21T14:30:00Z,245.5500030517578
AAPL,2025-02-24T14:30:00Z,247.10000610351562
AAPL,2025-02-25T14:30:00Z,247.0399932861328
AAPL,2025-02-26T14:30:00Z,240.36000061035156
AAPL,2025-02-27T14:30:00Z,237.3000030517578
AAPL,2025-02-28T14:30:00Z,241.83999633789062
AAPL,2025-03-03T14:30:00Z,238.02999877929688
AAPL,2025-03-04T14:30:00Z,235.92999267578125
AAPL,2025-03-05T14:30:00Z,235.74000549316406
AAPL,2025-03-06T14:30:00Z,235.3300018310547
AAPL,2025-03-07T14:30:00Z,239.07000732421875
AAPL,2025-03-10T13:30:00Z,227.47999572753906
AAPL,2025-03-11T13:30:00Z,220.83999633789062
AAPL,2025-03-12T13:30:00Z,216.97999572753906
AAPL,2025-03-13T13:30:00Z,209.67999267578125
AAPL,2025-03-14T13:30:00Z,213.49000549316406
AAPL,2025-03-17T13:30:00Z,214
AAPL,2025-03-18T13:30:00Z,212.69000244140625
AAPL,2025-03-19T13:30:00Z,215.24000549316406
AAPL,2025-03-20T13:30:00Z,214.10000610351562
AAPL,2025-03-21T13:30:00Z,218.27000427246094
AAPL,2025-03-24T13:30:00Z,220.72999572753906
AAPL,2025-03-25T13:30:00Z,223.75
AAPL,2025-03-26T13:30:00Z,221.52999877929688
AAPL,2025-03-27T13:30:00Z,223.85000610351562
AAPL,2025-03-28T13:30:00Z,217.89999389648438
AAPL,2025-03-31T13:30:00Z,222.1300048828125
AAPL,2025-04-01T13:30:00Z,223.19000244140625
AAPL,2025-04-02T13:30:00Z,223.88999938964844
AAPL,2025-04-03T13:30:00Z,203.19000244140625
AAPL,2025-04-04T13:30:00Z,188.3800048828125
AAPL,2025-04-07T13:30:00Z,181.4600067138672
AAPL,2025-04-08T13:30:00Z,172.4199981689453
AAPL,2025-04-09T13:30:00Z,198.85000610351562
AAPL,2025-04-10T13:30:00Z,190.4199981689453
AAPL,2025-04-11T13:30:00Z,198.14999389648438
AAPL,2025-04-14T13:30:00Z,202.52000427246094
AAPL,2025-04-15T13:30:00Z,202.13999938964844
AAPL,2025-04-16T14:31:42Z,196.9949951171875
MSFT,2025-01-21T14:30:00Z,427.64251708984375
MSFT,2025-01-22T14:30:00Z,445.30712890625
MSFT,2025-01-23T14:30:00Z,445.8160705566406
MSFT,2025-01-24T14:30:00Z,443.17138671875
MSFT,2025-01-27T14:30:00Z,433.6903991699219
MSFT,2025-01-28T14:30:00Z,446.30511474609375
MSFT,2025-01-29T14:30:00Z,441.44482421875
MSFT,2025-01-30T14:30:00Z,414.1595458984375
MSFT,2025-01-31T14:30:00Z,414.22943115234375
MSFT,2025-02-03T14:30:00Z,410.09771728515625
MSFT,2025-02-04T14:30:00Z,411.5447998046875
MSFT,2025-02-05T14:30:00Z,412.4629821777344
MSFT,2025-02-06T14:30:00Z,414.9879150390625
MSFT,2025-02-07T14:30:00Z,408.9300537109375
MSFT,2025-02-10T14:30:00Z,411.3951110839844
MSFT,2025-02-11T14:30:00Z,410.6166687011719
MSFT,2025-02-12T14:30:00Z,408.2214660644531
MSFT,2025-02-13T14:30:00Z,409.7184753417969
MSFT,2025-02-14T14:30:00Z,407.6126708984375
MSFT,2025-02-18T14:30:00Z,408.8202819824219
MSFT,2025-02-19T14:30:00Z,413.94000244140625
MSFT,2025-02-20T14:30:00Z,416.1300048828125
MSFT,2025-02-21T14:30:00Z,408.2099914550781
MSFT,2025-02-24T14:30:00Z,404
MSFT,2025-02-25T14:30:00Z,397.8999938964844
MSFT,2025-02-26T14:30:00Z,399.7300109863281
MSFT,2025-02-27T14:30:00Z,392.5299987792969
MSFT,2025-02-28T14:30:00Z,396.989990234375
MSFT,2025-03-03T14:30:00Z,388.489990234375
MSFT,2025-03-04T14:30:00Z,388.6099853515625
MSFT,2025-03-05T14:30:00Z,401.0199890136719
MSFT,2025-03-06T14:30:00Z,396.8900146484375
MSFT,2025-03-07T14:30:00Z,393.30999755859375
MSFT,2025-03-10T13:30:00Z,380.1600036621094
MSFT,2025-03-11T13:30:00Z,380.45001220703125
MSFT,2025-03-12T13:30:00Z,383.2699890136719
MSFT,2025-03-13T13:30:00Z,378.7699890136719
MSFT,2025-03-14T13:30:00Z,388.55999755859375
MSFT,2025-03-17T13:30:00Z,388.70001220703125
MSFT,2025-03-18T13:30:00Z,383.5199890136719
MSFT,2025-03-19T13:30:00Z,387.82000732421875
MSFT,2025-03-20T13:30:00Z,386.8399963378906
MSFT,2025-03-21T13:30:00Z,391.260009765625
MSFT,2025-03-24T13:30:00Z,393.0799865722656
MSFT,2025-03-25T13:30:00Z,395.1600036621094
MSFT,2025-03-26T13:30:00Z,389.9700012207031
MSFT,2025-03-27T13:30:00Z,390.5799865722656
MSFT,2025-03-28T13:30:00Z,378.79998779296875
MSFT,2025-03-31T13:30:00Z,375.3900146484375
MSFT,2025-04-01T13:30:00Z,382.19000244140625
MSFT,2025-04-02T13:30:00Z,382.1400146484375
MSFT,2025-04-03T13:30:00Z,373.1099853515625
MSFT,2025-04-04T13:30:00Z,359.8399963378906
MSFT,2025-04-07T13:30:00Z,357.8599853515625
MSFT,2025-04-08T13:30:00Z,354.55999755859375
MSFT,2025-04-09T13:30:00Z,390.489990234375
MSFT,2025-04-10T13:30:00Z,381.3500061035156
MSFT,2025-04-11T13:30:00Z,388.45001220703125
MSFT,2025-04-14T13:30:00Z,387.80999755859375
MSFT,2025-04-15T13:30:00Z,385.7300109863281
MSFT,2025-04-16T14:31:42Z,378.4100036621094
