year,co2
2018.96,409.16
2019.04,410.85
2019.13,411.58
2019.2,411.9
2019.29,413.46
2019.37,414.75
2019.45,413.89
2019.54,411.79
2019.62,410.02
2019.71,408.48
2019.79,408.4
2019.87,410.16
2019.96,411.81
2020.04,413.32
2020.13,414.04
2020.2,414.44
2020.29,416.11
2020.37,417.16
2020.46,416.29
2020.54,414.43
2020.62,412.52
2020.71,411.17
2020.79,411.12
2020.87,412.89
2020.96,413.88
2021.04,415.15
2021.13,416.47
2021.2,417.1
2021.29,418.26
2021.37,418.95
2021.45,418.7
2021.54,416.66
2021.62,414.38
2021.71,412.93
2021.79,413.52
2021.87,414.81
2021.96,416.43
2022.04,418.01
2022.13,418.99
2022.2,418.45
2022.29,420.01
2022.37,420.78
2022.45,420.68
2022.54,418.71
2022.62,416.75
2022.71,415.42
2022.79,415.31
2022.87,417.03
2022.96,418.46
2023.04,419.13
2023.13,420.33
2023.2,420.51
2023.29,422.73
2023.37,423.78
2023.45,423.39
2023.54,421.62
2023.62,419.56
2023.71,418.06
2023.79,418.41
2023.87,420.11
2023.96,421.65
2024.04,422.62
2024.13,424.34
2024.2,425.22
2024.29,426.3
2024.37,426.7
2024.46,426.63
2024.54,425.4
2024.62,422.71
